"","pc4","n"
"2956","7864",405
"2957","7871",740
"2958","7872",1210
"2959","7873",1960
"2960","7874",400
"2961","7875",1730
"2962","7876",3425
"2963","7877",100
"2964","7881",7730
"2965","7884",1770
"2966","7885",2075
"2967","7887",4750
"2968","7889",270
"2969","7891",11800
"2970","7892",135
"2971","7894",3085
"2972","7895",860
"2973","7901",3385
"2974","7902",5035
"2975","7903",400
"2976","7904",5020
"2977","7905",4380
"2978","7906",6145
"2979","7907",2020
"2980","7908",11440
"2981","7909",2805
"2982","7910",120
"2983","7911",320
"2984","7912",650
"2985","7913",5280
"2986","7914",1925
"2987","7915",80
"2988","7916",2420
"2989","7917",1325
"2990","7918",1415
"2991","7921",6885
"2992","7924",1070
"2993","7925",595
"2994","7926",980
"2995","7927",715
"2996","7928",10
"2997","7929",45
"2998","7931",785
"2999","7932",385
"3000","7933",1670
"3001","7934",640
"3002","7935",80
"3003","7936",785
"3004","7937",60
"3005","7938",965
"3006","7941",6390
"3007","7942",6235
"3008","7943",8400
"3009","7944",10445
"3010","7946",1710
"3011","7948",4040
"3012","7949",125
"3013","7951",11160
"3014","7954",4155
"3015","7955",1445
"3016","7957",2995
"3017","7958",2570
"3018","7961",3955
"3019","7963",3655
"3020","7964",360
"3021","7965",110
"3022","7966",65
"3023","7971",3700
"3024","7973",735
"3025","7974",195
"3026","7975",1430
"3027","7981",2650
"3028","7983",665
"3029","7984",175
"3030","7985",75
"3031","7986",275
"3032","7991",4185
"3033","8011",9115
"3034","8012",7155
"3035","8013",2585
"3036","8014",12425
"3037","8015",3100
"3038","8016",7515
"3039","8017",6880
"3040","8019",2500
"3041","8021",5900
"3042","8022",5065
"3043","8023",5745
"3044","8024",4220
"3045","8025",1440
"3046","8026",985
"3047","8028",235
"3048","8031",10045
"3049","8032",10020
"3050","8033",3345
"3051","8034",715
"3052","8035",290
"3053","8041",370
"3054","8042",5370
"3055","8043",23005
"3056","8044",5095
"3057","8045",20
"3058","8051",10575
"3059","8052",2050
"3060","8055",665
"3061","8061",7780
"3062","8064",4995
"3063","8066",590
"3064","8071",13380
"3065","8072",7880
"3066","8075",5030
"3067","8076",700
"3068","8077",2080
"3069","8079",240
"3070","8081",11695
"3071","8082",915
"3072","8084",7005
"3073","8085",4295
"3074","8091",12295
"3075","8094",1500
"3076","8095",1385
"3077","8096",6455
"3078","8097",2410
"3079","8101",6250
"3080","8102",7300
"3081","8103",6445
"3082","8105",2265
"3083","8106",1490
"3084","8107",1190
"3085","8111",3780
"3086","8112",1285
"3087","8121",8380
"3088","8124",1280
"3089","8131",8480
"3090","8141",7240
"3091","8144",455
"3092","8146",330
"3093","8147",235
"3094","8148",1535
"3095","8151",1815
"3096","8152",2735
"3097","8153",155
"3098","8154",90
"3099","8161",6415
"3100","8162",9285
"3101","8166",3220
"3102","8167",1600
"3103","8171",7855
"3104","8172",4790
"3105","8181",11960
"3106","8191",6410
"3107","8193",190
"3108","8194",665
"3109","8196",635
"3110","8198",65
"3111","8211",335
"3112","8212",4570
"3113","8218",230
"3114","8219",3545
"3115","8221",NA
"3116","8222",200
"3117","8223",5570
"3118","8224",7690
"3119","8225",8070
"3120","8226",9615
"3121","8231",5405
"3122","8232",7900
"3123","8233",845
"3124","8239",680
"3125","8241",1565
"3126","8242",6510
"3127","8243",9610
"3128","8244",4215
"3129","8245",7525
"3130","8251",13280
"3131","8252",5810
"3132","8253",10745
"3133","8254",895
"3134","8255",6505
"3135","8256",7120
"3136","8261",5395
"3137","8262",6470
"3138","8263",765
"3139","8264",2060
"3140","8265",15485
"3141","8266",7740
"3142","8267",685
"3143","8269",185
"3144","8271",12765
"3145","8274",885
"3146","8275",655
"3147","8276",860
"3148","8277",1080
"3149","8278",985
"3150","8281",10495
"3151","8291",5
"3152","8293",150
"3153","8294",175
"3154","8301",2045
"3155","8302",11585
"3156","8303",9910
"3157","8304",3445
"3158","8305",365
"3159","8307",3335
"3160","8308",1955
"3161","8309",2520
"3162","8311",1720
"3163","8312",1780
"3164","8313",1715
"3165","8314",1660
"3166","8315",2455
"3167","8316",3955
"3168","8317",1580
"3169","8319",NA
"3170","8321",13680
"3171","8322",8275
"3172","8323",5
"3173","8325",4390
"3174","8326",2565
"3175","8331",10350
"3176","8332",6155
"3177","8333",1005
"3178","8334",2175
"3179","8335",220
"3180","8336",165
"3181","8337",255
"3182","8338",900
"3183","8339",170
"3184","8341",1880
"3185","8342",260
"3186","8343",610
"3187","8344",320
"3188","8345",325
"3189","8346",490
"3190","8347",595
"3191","8351",830
"3192","8355",2890
"3193","8356",1360
"3194","8361",80
"3195","8362",25
"3196","8363",165
"3197","8371",625
"3198","8372",45
"3199","8373",335
"3200","8374",930
"3201","8375",2705
"3202","8376",560
"3203","8377",225
"3204","8378",395
"3205","8381",2090
"3206","8382",290
"3207","8383",510
"3208","8384",950
"3209","8385",365
"3210","8386",115
"3211","8387",220
"3212","8388",570
"3213","8389",335
"3214","8391",3645
"3215","8392",865
"3216","8393",205
"3217","8394",390
"3218","8395",1025
"3219","8396",90
"3220","8397",805
"3221","8398",500
"3222","8401",7525
"3223","8403",265
"3224","8404",1060
"3225","8405",435
"3226","8406",1615
"3227","8407",1010
"3228","8408",1310
"3229","8409",745
"3230","8411",3210
"3231","8412",820
"3232","8413",845
"3233","8414",1470
"3234","8415",410
"3235","8421",1505
"3236","8422",265
"3237","8423",1035
"3238","8424",680
"3239","8425",330
"3240","8426",4940
"3241","8427",405
"3242","8428",365
"3243","8431",9780
"3244","8432",580
"3245","8433",3190
"3246","8434",835
"3247","8435",1920
"3248","8437",285
"3249","8438",140
"3250","8439",55
"3251","8441",4775
"3252","8442",5845
"3253","8443",2860
"3254","8444",285
"3255","8445",1445
"3256","8446",7310
"3257","8447",3245
"3258","8448",6000
"3259","8449",265
"3260","8451",1395
"3261","8452",130
"3262","8453",980
"3263","8454",685
"3264","8455",615
"3265","8456",1285
"3266","8457",295
"3267","8458",850
"3268","8459",425
"3269","8461",765
"3270","8462",180
"3271","8463",585
"3272","8464",1240
"3273","8465",1855
"3274","8466",50
"3275","8467",385
"3276","8468",375
"3277","8469",160
"3278","8471",11205
"3279","8472",2190
"3280","8474",1095
"3281","8475",535
"3282","8476",320
"3283","8477",145
"3284","8478",240
"3285","8479",205
"3286","8481",130
"3287","8482",210
"3288","8483",445
"3289","8484",275
"3290","8485",465
"3291","8486",230
"3292","8487",140
"3293","8488",190
"3294","8489",35
"3295","8491",3325
"3296","8493",720
"3297","8494",975
"3298","8495",1505
"3299","8497",55
"3300","8501",9660
"3301","8502",3240
"3302","8503",65
"3303","8505",65
"3304","8506",535
"3305","8507",230
"3306","8508",515
"3307","8511",235
"3308","8512",285
"3309","8513",360
"3310","8514",85
"3311","8515",75
"3312","8516",85
"3313","8517",785
"3314","8521",3335
"3315","8522",350
"3316","8523",490
"3317","8524",30
"3318","8525",1045
"3319","8526",95
"3320","8527",130
"3321","8528",45
"3322","8529",85
"3323","8531",8320
"3324","8532",2030
"3325","8534",55
"3326","8535",185
"3327","8536",885
"3328","8537",255
"3329","8538",675
"3330","8539",1010
"3331","8541",110
"3332","8542",225
"3333","8551",1390
"3334","8552",30
"3335","8553",105
"3336","8554",65
"3337","8556",695
"3338","8561",4335
"3339","8563",645
"3340","8564",110
"3341","8565",405
"3342","8566",565
"3343","8567",1380
"3344","8571",520
"3345","8572",180
"3346","8573",105
"3347","8574",1030
"3348","8581",355
"3349","8582",290
"3350","8583",40
"3351","8584",570
"3352","8601",3340
"3353","8602",4800
"3354","8603",5210
"3355","8604",5215
"3356","8605",2020
"3357","8606",2780
"3358","8607",5825
"3359","8608",4845
"3360","8611",270
"3361","8612",25
"3362","8613",20
"3363","8614",740
"3364","8615",605
"3365","8616",85
"3366","8617",235
"3367","8618",440
"3368","8621",2405
"3369","8622",625
"3370","8623",320
"3371","8624",385
"3372","8625",1045
"3373","8626",125
"3374","8627",335
"3375","8628",250
"3376","8629",1565
"3377","8631",45
"3378","8632",195
"3379","8633",635
"3380","8635",395
"3381","8636",95
"3382","8637",285
"3383","8641",105
"3384","8642",65
"3385","8644",110
"3386","8647",330
"3387","8651",2975
"3388","8658",80
"3389","8701",8115
"3390","8702",1990
"3391","8711",4675
"3392","8713",855
"3393","8715",950
"3394","8721",785
"3395","8722",335
"3396","8723",2770
"3397","8724",330
"3398","8731",2380
"3399","8732",235
"3400","8733",50
"3401","8734",880
"3402","8735",225
"3403","8736",195
"3404","8737",125
"3405","8741",105
"3406","8742",305
"3407","8743",80
"3408","8744",225
"3409","8745",50
"3410","8746",150
"3411","8747",285
"3412","8748",1800
"3413","8749",600
"3414","8751",165
"3415","8752",20
"3416","8753",80
"3417","8754",3400
"3418","8755",105
"3419","8756",50
"3420","8757",190
"3421","8758",100
"3422","8759",440
"3423","8761",225
"3424","8762",85
"3425","8763",480
"3426","8764",95
"3427","8765",440
"3428","8766",NA
"3429","8771",965
"3430","8772",20
"3431","8773",335
"3432","8774",145
"3433","8775",45
"3434","8801",7030
"3435","8802",6020
"3436","8804",1115
"3437","8805",225
"3438","8806",580
"3439","8807",310
"3440","8808",375
"3441","8809",45
"3442","8811",425
"3443","8812",250
"3444","8813",135
"3445","8814",125
"3446","8816",105
"3447","8821",540
"3448","8822",1020
"3449","8823",305
"3450","8831",1065
"3451","8832",100
"3452","8833",25
"3453","8834",205
"3454","8835",425
"3455","8841",110
"3456","8842",445
"3457","8843",255
"3458","8844",60
"3459","8845",80
"3460","8851",1400
"3461","8852",65
"3462","8853",40
"3463","8854",545
"3464","8855",1735
"3465","8856",145
"3466","8857",485
"3467","8861",6550
"3468","8862",8600
"3469","8871",10
"3470","8872",580
"3471","8881",2550
"3472","8882",30
"3473","8883",10
"3474","8884",135
"3475","8885",30
"3476","8891",1005
"3477","8892",20
"3478","8893",100
"3479","8894",255
"3480","8895",145
"3481","8896",470
"3482","8897",150
"3483","8899",1255
"3484","8911",6845
"3485","8912",205
"3486","8913",4460
"3487","8914",715
"3488","8915",5220
"3489","8916",3175
"3490","8917",3635
"3491","8918",6180
"3492","8919",795
"3493","8921",9105
"3494","8922",3305
"3495","8923",3630
"3496","8924",3630
"3497","8925",5175
"3498","8926",5200
"3499","8927",1245
"3500","8931",3975
"3501","8932",7100
"3502","8933",4090
"3503","8934",2060
"3504","8935",6685
"3505","8936",710
"3506","8937",925
"3507","8938",300
"3508","8939",5480
"3509","8941",4005
"3510","9001",5715
"3511","9003",905
"3512","9004",30
"3513","9005",1890
"3514","9006",35
"3515","9007",80
"3516","9008",1080
"3517","9009",85
"3518","9011",1400
"3519","9012",640
"3520","9013",165
"3521","9014",330
"3522","9021",335
"3523","9022",1130
"3524","9023",305
"3525","9024",540
"3526","9025",125
"3527","9026",145
"3528","9027",305
"3529","9031",400
"3530","9032",80
"3531","9033",1045
"3532","9034",1045
"3533","9035",3305
"3534","9036",2830
"3535","9037",75
"3536","9038",360
"3537","9041",2685
"3538","9043",195
"3539","9044",745
"3540","9045",915
"3541","9047",1820
"3542","9051",7805
"3543","9053",165
"3544","9054",420
"3545","9055",955
"3546","9056",430
"3547","9057",305
"3548","9061",2280
"3549","9062",1965
"3550","9063",760
"3551","9064",700
"3552","9067",185
"3553","9071",235
"3554","9072",315
"3555","9073",1380
"3556","9074",2670
"3557","9075",255
"3558","9076",4960
"3559","9077",705
"3560","9078",940
"3561","9079",1695
"3562","9081",430
"3563","9082",30
"3564","9083",200
"3565","9084",3350
"3566","9085",15
"3567","9086",275
"3568","9087",45
"3569","9088",1170
"3570","9089",610
"3571","9091",260
"3572","9101",9425
"3573","9102",1045
"3574","9103",2570
"3575","9104",5670
"3576","9105",1100
"3577","9106",45
"3578","9107",55
"3579","9108",1210
"3580","9109",250
"3581","9111",495
"3582","9112",680
"3583","9113",975
"3584","9114",945
"3585","9121",110
"3586","9122",55
"3587","9123",860
"3588","9124",40
"3589","9125",180
"3590","9131",830
"3591","9132",570
"3592","9133",1160
"3593","9134",390
"3594","9135",235
"3595","9136",205
"3596","9137",925
"3597","9138",370
"3598","9141",300
"3599","9142",215
"3600","9143",370
"3601","9144",220
"3602","9145",1320
"3603","9146",70
"3604","9147",390
"3605","9148",65
"3606","9151",1590
"3607","9152",45
"3608","9153",240
"3609","9154",70
"3610","9155",215
"3611","9156",110
"3612","9161",1295
"3613","9162",495
"3614","9163",1285
"3615","9164",760
"3616","9166",970
"3617","9171",835
"3618","9172",1825
"3619","9173",85
"3620","9174",85
"3621","9175",130
"3622","9176",65
"3623","9177",65
"3624","9178",225
"3625","9201",8185
"3626","9202",8180
"3627","9203",9810
"3628","9204",8500
"3629","9205",4600
"3630","9206",60
"3631","9207",6450
"3632","9211",195
"3633","9212",1825
"3634","9213",630
"3635","9214",50
"3636","9215",255
"3637","9216",1665
"3638","9217",455
"3639","9218",1790
"3640","9219",340
"3641","9221",1420
"3642","9222",1260
"3643","9223",940
"3644","9231",6130
"3645","9233",1210
"3646","9241",2105
"3647","9243",1915
"3648","9244",3650
"3649","9245",1640
"3650","9246",70
"3651","9247",4900
"3652","9248",835
"3653","9249",990
"3654","9251",10090
"3655","9254",5080
"3656","9255",1620
"3657","9256",765
"3658","9257",2290
"3659","9258",940
"3660","9261",1575
"3661","9262",1365
"3662","9263",1875
"3663","9264",395
"3664","9265",635
"3665","9269",3595
"3666","9271",5170
"3667","9281",4330
"3668","9283",1215
"3669","9284",1220
"3670","9285",5940
"3671","9286",1120
"3672","9287",1815
"3673","9288",2470
"3674","9289",1670
"3675","9291",5790
"3676","9292",70
"3677","9293",465
"3678","9294",825
"3679","9295",625
"3680","9296",335
"3681","9297",105
"3682","9298",2980
"3683","9299",575
"3684","9301",11530
"3685","9302",3315
"3686","9304",230
"3687","9305",325
"3688","9306",110
"3689","9307",195
"3690","9311",1615
"3691","9312",1015
"3692","9313",150
"3693","9314",220
"3694","9315",335
"3695","9321",5455
"3696","9331",4060
"3697","9333",225
"3698","9334",135
"3699","9335",165
"3700","9336",140
"3701","9337",175
"3702","9341",1250
"3703","9342",785
"3704","9343",225
"3705","9351",11990
"3706","9354",2765
"3707","9355",375
"3708","9356",4410
"3709","9359",25
"3710","9361",305
"3711","9362",325
"3712","9363",6080
"3713","9364",705
"3714","9365",660
"3715","9366",260
"3716","9367",1685
"3717","9401",7165
"3718","9402",8405
"3719","9403",13870
"3720","9404",7435
"3721","9405",6785
"3722","9406",9285
"3723","9407",6415
"3724","9408",9625
"3725","9409",265
"3726","9411",8695
"3727","9412",1185
"3728","9413",1780
"3729","9414",1555
"3730","9415",900
"3731","9416",160
"3732","9417",380
"3733","9418",1085
"3734","9419",425
"3735","9421",3300
"3736","9422",4995
"3737","9423",1385
"3738","9431",4740
"3739","9432",70
"3740","9433",470
"3741","9434",75
"3742","9435",45
"3743","9436",280
"3744","9437",95
"3745","9438",125
"3746","9439",605
"3747","9441",230
"3748","9442",380
"3749","9443",255
"3750","9444",780
"3751","9445",25
"3752","9446",110
"3753","9447",355
"3754","9448",85
"3755","9449",850
"3756","9451",3715
"3757","9452",75
"3758","9453",55
"3759","9454",305
"3760","9455",10
"3761","9456",30
"3762","9457",85
"3763","9458",160
"3764","9459",25
"3765","9461",4960
"3766","9462",1860
"3767","9463",1450
"3768","9464",130
"3769","9465",255
"3770","9466",385
"3771","9467",390
"3772","9468",3595
"3773","9469",615
"3774","9471",6405
"3775","9472",3640
"3776","9473",450
"3777","9474",325
"3778","9475",345
"3779","9479",540
"3780","9481",4210
"3781","9482",1920
"3782","9483",410
"3783","9484",65
"3784","9485",120
"3785","9486",45
"3786","9487",100
"3787","9488",100
"3788","9489",35
"3789","9491",710
"3790","9492",170
"3791","9493",230
"3792","9494",835
"3793","9495",95
"3794","9496",230
"3795","9497",475
"3796","9501",9720
"3797","9502",5325
"3798","9503",3980
"3799","9511",995
"3800","9512",275
"3801","9514",1875
"3802","9515",670
"3803","9521",4970
"3804","9523",595
"3805","9524",445
"3806","9525",290
"3807","9526",85
"3808","9527",115
"3809","9528",795
"3810","9531",5010
"3811","9533",540
"3812","9534",125
"3813","9535",35
"3814","9536",340
"3815","9537",175
"3816","9541",3380
"3817","9545",695
"3818","9551",2455
"3819","9561",9960
"3820","9563",990
"3821","9564",50
"3822","9566",595
"3823","9571",2260
"3824","9573",365
"3825","9574",90
"3826","9581",7320
"3827","9584",1240
"3828","9585",290
"3829","9591",2865
"3830","9601",6930
"3831","9602",11460
"3832","9603",3655
"3833","9605",845
"3834","9606",1600
"3835","9607",985
"3836","9608",870
"3837","9609",20
"3838","9611",8330
"3839","9613",4105
"3840","9614",205
"3841","9615",1360
"3842","9616",515
"3843","9617",3050
"3844","9618",100
"3845","9619",825
"3846","9621",2285
"3847","9622",80
"3848","9623",170
"3849","9624",55
"3850","9625",515
"3851","9626",1625
"3852","9627",550
"3853","9628",3200
"3854","9629",205
"3855","9631",435
"3856","9632",55
"3857","9633",105
"3858","9635",1850
"3859","9636",3560
"3860","9641",5685
"3861","9642",7735
"3862","9644",1590
"3863","9645",4035
"3864","9646",2490
"3865","9648",5545
"3866","9649",4735
"3867","9651",1705
"3868","9654",405
"3869","9655",115
"3870","9656",145
"3871","9657",115
"3872","9658",465
"3873","9659",230
"3874","9661",1270
"3875","9663",4735
"3876","9665",7780
"3877","9671",4465
"3878","9672",485
"3879","9673",3235
"3880","9674",3040
"3881","9675",7020
"3882","9677",1460
"3883","9678",1495
"3884","9679",5110
"3885","9681",2160
"3886","9682",1485
"3887","9684",2245
"3888","9685",1425
"3889","9686",2040
"3890","9687",235
"3891","9688",395
"3892","9691",30
"3893","9693",1310
"3894","9695",3450
"3895","9696",175
"3896","9697",2605
"3897","9698",1220
"3898","9699",940
"3899","9711",10370
"3900","9712",11310
"3901","9713",13930
"3902","9714",6540
"3903","9715",8440
"3904","9716",4140
"3905","9717",6555
"3906","9718",9790
"3907","9721",11270
"3908","9722",8465
"3909","9723",6515
"3910","9724",5125
"3911","9725",6315
"3912","9726",5165
"3913","9727",6000
"3914","9728",10720
"3915","9731",7810
"3916","9732",5115
"3917","9733",3630
"3918","9734",2690
"3919","9735",215
"3920","9736",6035
"3921","9737",5870
"3922","9738",380
"3923","9741",8230
"3924","9742",11360
"3925","9743",12625
"3926","9744",5540
"3927","9745",3055
"3928","9746",7835
"3929","9747",15
"3930","9749",25
"3931","9751",7840
"3932","9752",5560
"3933","9753",5025
"3934","9755",750
"3935","9756",1350
"3936","9761",7090
"3937","9765",3975
"3938","9766",3205
"3939","9771",1130
"3940","9773",130
"3941","9774",695
"3942","9781",8780
"3943","9784",280
"3944","9785",1020
"3945","9791",4635
"3946","9792",805
"3947","9793",110
"3948","9794",75
"3949","9795",340
"3950","9796",180
"3951","9797",530
"3952","9798",495
"3953","9801",8445
"3954","9804",1445
"3955","9805",450
"3956","9811",285
"3957","9812",45
"3958","9821",1390
"3959","9822",1570
"3960","9824",455
"3961","9825",200
"3962","9827",140
"3963","9828",715
"3964","9831",2220
"3965","9832",410
"3966","9833",270
"3967","9841",25
"3968","9842",445
"3969","9843",2720
"3970","9844",235
"3971","9845",305
"3972","9851",620
"3973","9852",205
"3974","9853",475
"3975","9861",3565
"3976","9862",700
"3977","9863",1115
"3978","9864",625
"3979","9865",2535
"3980","9866",925
"3981","9871",150
"3982","9872",160
"3983","9873",795
"3984","9881",320
"3985","9882",225
"3986","9883",1495
"3987","9884",250
"3988","9885",195
"3989","9886",100
"3990","9891",765
"3991","9892",310
"3992","9893",425
"3993","9901",4070
"3994","9902",4835
"3995","9903",1990
"3996","9904",110
"3997","9905",1010
"3998","9906",750
"3999","9907",160
"4000","9908",310
"4001","9909",1340
"4002","9911",180
"4003","9912",245
"4004","9913",115
"4005","9914",525
"4006","9915",660
"4007","9917",475
"4008","9918",530
"4009","9919",2320
"4010","9921",905
"4011","9922",430
"4012","9923",200
"4013","9924",25
"4014","9925",15
"4015","9931",1610
"4016","9932",4510
"4017","9933",4305
"4018","9934",4990
"4019","9936",1670
"4020","9937",570
"4021","9939",260
"4022","9942",110
"4023","9943",335
"4024","9944",1325
"4025","9945",1765
"4026","9946",960
"4027","9947",375
"4028","9948",320
"4029","9949",145
"4030","9951",7445
"4031","9953",1865
"4032","9954",100
"4033","9955",215
"4034","9956",435
"4035","9957",45
"4036","9959",580
"4037","9961",185
"4038","9962",95
"4039","9963",265
"4040","9964",740
"4041","9965",1760
"4042","9966",150
"4043","9967",1485
"4044","9968",415
"4045","9969",245
"4046","9971",1380
"4047","9972",75
"4048","9973",205
"4049","9974",1205
"4050","9975",180
"4051","9976",145
"4052","9977",1265
"4053","9978",190
"4054","9979",NA
"4055","9981",5470
"4056","9982",3160
"4057","9983",1150
"4058","9984",240
"4059","9985",135
"4060","9986",110
"4061","9987",215
"4062","9988",1375
"4063","9989",2270
"4064","9991",2170
"4065","9992",120
"4066","9993",120
"4067","9994",75
"4068","9995",660
"4069","9996",70
"4070","9997",575
"4071","9998",170
"4072","9999",90
