name,c00_infant_mortality_educ,c00_neonatal_mortality_educ,c00_perinatal_mortality_educ,c00_preterm_birth_educ,c00_sga_educ,c11_class_foreign_born_parents_educ,c11_class_havo_test_educ,c11_class_income_above_75th_educ,c11_class_income_below_25th_educ,c11_class_income_below_50th_educ,c11_class_language_educ,c11_class_math_educ,c11_class_reading_educ,c11_class_size_educ,c11_class_vmbo_gl_test_educ,c11_class_vwo_test_educ,c11_havo_final_educ,c11_havo_test_educ,c11_language_educ,c11_living_space_pp_educ,c11_math_educ,c11_over_advice_educ,c11_reading_educ,c11_under_advice_educ,c11_vmbo_gl_final_educ,c11_vmbo_gl_test_educ,c11_vwo_final_educ,c11_vwo_test_educ,c11_youth_health_costs_educ,c11_youth_protection_educ,c16_havo_income,c16_living_space_pp_income,c16_secondary_class_foreign_born_parents_income,c16_secondary_class_income_above_75th_income,c16_secondary_class_income_below_25th_income,c16_secondary_class_income_below_50th_income,c16_vmbo_gl_income,c16_vwo_income,c16_youth_health_costs_income,c16_youth_protection_income,c21_hbo_followed_income,c21_high_school_attained_income,c21_living_with_parents_income,c21_uni_followed_income,c21_young_parents_income,c30_age_left_parents_income,c30_basic_mhc_income,c30_debt_income,c30_disability_income,c30_employed_income,c30_gifts_received_income,c30_hbo_attained_income,c30_homeowner_income,c30_home_wealth_income,c30_hospital_income,c30_hourly_wage_income,c30_hourly_wage_max_11_income,c30_hourly_wage_max_14_income,c30_household_income_income,c30_household_income_perc_income,c30_hrs_work_pw_income,c30_income_income,c30_income_perc_income,c30_living_space_pp_income,c30_permanent_contract_income,c30_pharma_income,c30_social_assistance_income,c30_specialist_mhc_income,c30_sum_gifts_income,c30_total_health_costs_income,c30_wealth_income,c30_wealth_no_home_income,c30_wo_attained_income
Maastricht,0.56,0.45,0.4,7.31,14.67,9.14,56.44,28.13,29.49,49.8,64.49,52.41,76.6,24.0,81.92,25.51,51.81,57.06,64.28,38.5,51.56,6.85,76.4,11.8,75.76,82.4,23.78,26.06,724.0,2.0,49.81,40.7,7.17,28.97,26.24,47.69,82.2,23.49,996.0,2.82,53.19,76.3,65.27,22.42,1.36,22.9,9.87,13107.0,5.52,80.44,4.39,43.07,60.97,27208.0,52.03,20.17,7.63,25.01,84212.906,45.52,31.7,44651.548,46.68,49.3,68.69,65.18,3.98,7.88,2591.0,1241.0,67043.0,39835.0,18.64
Medemblik,0.7,0.59,0.51,5.63,7.7,2.19,43.74,20.45,17.26,49.04,54.19,43.82,71.1,24.0,70.65,16.47,37.06,44.36,53.32,36.3,43.53,8.31,71.18,15.89,64.53,71.53,13.66,16.52,828.0,1.22,39.66,38.6,4.4,20.61,19.73,49.53,84.74,16.29,789.0,1.34,50.26,85.62,76.79,14.63,,23.6,5.45,12660.0,2.22,89.15,7.1,43.89,78.35,41951.0,46.43,20.66,4.43,17.31,91538.083,52.04,30.6,48016.241,51.13,47.4,72.94,52.6,0.97,3.71,4729.0,789.0,117515.0,75564.0,15.49
Meierijstad,0.6,0.51,0.39,7.43,11.7,4.51,44.59,22.24,19.13,49.56,50.98,42.5,66.4,25.0,70.81,18.47,43.8,44.85,49.79,42.4,41.83,11.88,65.71,9.24,68.97,71.23,18.77,18.47,693.0,0.93,43.4,44.3,3.9,24.12,18.66,47.63,85.65,18.3,914.0,1.45,55.66,86.85,77.29,17.78,0.31,23.9,6.78,13202.0,2.64,90.72,10.5,46.35,77.22,50411.0,50.4,21.2,4.57,16.52,95697.542,54.68,31.4,49863.921,53.29,65.5,74.17,59.86,1.26,4.25,8627.0,995.0,147667.0,97256.0,17.28
Meppel,0.86,0.66,0.63,6.66,8.83,5.04,41.83,23.32,22.29,47.78,48.44,40.43,58.4,26.0,70.2,14.09,46.09,42.07,47.9,35.7,39.08,18.01,57.9,7.38,72.19,69.97,17.78,13.88,739.0,0.94,48.09,36.9,2.55,22.92,19.1,47.9,87.04,18.06,825.0,1.04,55.06,82.3,62.44,17.23,,22.5,7.03,14348.0,2.32,85.22,4.95,44.16,66.3,20327.0,51.91,20.06,5.81,20.75,85789.395,48.7,30.3,45332.509,48.29,46.4,70.61,61.26,2.56,4.95,23645.0,1179.0,58009.0,37681.0,17.22
Middelburg,0.58,0.51,0.51,5.43,10.69,6.0,49.57,21.21,23.09,50.39,59.11,45.98,75.49,25.0,75.3,20.21,49.08,50.25,59.64,32.4,45.88,12.64,75.73,9.42,75.26,75.73,21.05,20.66,843.0,0.71,49.26,36.4,4.32,22.56,22.56,49.58,86.96,19.56,1094.0,0.86,54.15,83.63,60.8,18.61,0.94,22.5,7.58,13948.0,2.19,85.43,4.35,44.61,72.1,23033.0,49.37,20.87,5.26,18.05,87528.357,49.48,30.4,46955.032,49.82,44.4,73.49,57.43,3.53,5.58,2744.0,960.0,67495.0,44462.0,16.84
Midden-Drenthe,0.64,0.56,0.52,6.23,8.91,1.25,53.68,17.58,21.62,55.53,58.58,53.03,74.94,25.0,77.72,23.34,44.58,54.96,57.78,38.7,53.05,6.19,75.63,26.64,72.6,78.93,17.59,24.55,757.0,0.76,38.84,41.0,2.53,19.56,22.81,52.32,84.98,14.83,899.0,0.86,50.21,84.97,66.34,14.05,,23.0,6.17,13073.0,2.19,88.87,6.27,43.21,72.68,25453.0,47.96,19.77,5.11,18.98,84105.536,48.1,30.8,45084.686,49.13,50.9,74.25,57.52,2.14,4.39,4044.0,949.0,95682.0,70228.0,13.9
Midden-Groningen,0.58,0.42,0.32,7.43,11.46,5.17,45.25,16.33,30.02,58.95,53.29,43.42,66.68,21.0,71.54,18.29,42.94,45.59,52.33,39.7,42.18,8.8,66.75,15.37,68.75,72.31,15.71,18.07,723.0,1.61,36.12,42.8,6.88,15.66,31.31,60.81,83.37,14.41,941.0,1.88,43.27,77.82,65.83,12.23,1.01,22.9,7.24,13895.0,2.74,83.1,3.15,37.85,69.56,17163.0,52.01,19.19,6.88,24.67,78541.911,43.61,30.6,41935.461,44.93,51.3,67.61,60.51,3.87,5.19,1433.0,974.0,65531.0,48368.0,12.43
Moerdijk,0.52,0.45,0.45,6.57,11.1,3.55,50.1,26.56,15.6,41.97,57.07,44.42,73.66,22.0,76.38,18.65,45.01,51.71,56.76,37.6,44.1,8.15,74.68,16.22,71.7,77.19,16.11,19.1,650.0,1.12,42.56,38.7,6.84,25.51,19.13,44.93,87.09,16.42,1088.0,0.99,49.84,85.6,75.66,15.33,,23.8,6.6,13964.0,2.11,90.34,6.28,42.06,77.2,29892.0,50.4,21.01,4.0,16.47,95073.647,54.73,32.0,50172.061,53.36,48.2,74.92,59.31,1.37,3.85,5096.0,1009.0,100759.0,70867.0,14.51
Molenlanden,0.51,0.44,0.44,6.26,8.36,1.47,50.35,17.65,17.58,52.87,56.34,48.61,72.38,23.0,75.18,21.99,47.1,51.01,56.17,31.6,48.76,11.25,73.25,15.58,78.09,76.25,17.83,22.58,791.0,0.5,42.4,34.3,4.28,21.78,18.5,48.93,86.41,16.18,955.0,1.13,46.87,88.33,82.71,13.89,0.33,24.0,5.38,10450.0,1.97,88.84,6.68,38.29,78.89,47037.0,45.01,21.33,4.35,13.53,95480.314,54.84,30.6,49082.021,52.24,41.9,76.35,58.44,1.0,3.74,4705.0,987.0,178216.0,131179.0,13.7
Montferland,1.03,0.95,0.8,6.26,10.6,2.53,45.6,16.36,23.34,57.13,50.94,40.51,71.31,25.0,71.48,17.3,39.5,46.36,50.14,40.4,39.76,7.83,71.36,18.37,67.94,71.79,15.3,17.42,800.0,0.92,39.41,42.2,3.65,17.53,23.82,56.05,83.11,13.38,1270.0,1.25,52.64,83.76,76.32,15.63,,24.0,7.02,19652.0,3.25,87.84,7.44,41.03,74.15,24155.0,50.3,20.45,5.05,20.11,89825.471,51.18,31.1,46932.704,50.24,50.0,73.56,58.38,1.95,4.84,5213.0,1140.0,87215.0,63059.0,14.52
Neder-Betuwe,0.41,0.38,,5.32,9.96,1.7,46.71,14.83,24.97,60.44,53.88,45.15,74.12,23.0,74.35,18.16,39.01,46.76,51.62,31.5,44.63,6.49,73.83,22.24,66.48,74.01,12.2,17.33,491.0,0.99,36.23,34.1,2.68,16.22,25.22,57.89,85.8,10.26,796.0,1.23,35.41,85.21,79.44,8.5,1.4,23.9,5.4,11094.0,1.91,87.42,5.06,26.73,79.79,42071.0,45.86,20.09,5.84,18.57,91094.002,51.12,30.4,45242.131,48.4,42.0,75.69,59.19,0.75,3.62,2874.0,768.0,138576.0,96505.0,7.66
Nieuwegein,0.43,0.4,0.33,7.04,12.54,15.4,46.72,21.23,23.48,49.75,60.38,41.47,70.71,24.0,73.33,18.84,45.47,47.45,58.87,30.4,40.35,12.54,69.96,9.91,70.55,73.93,19.9,19.08,907.0,1.29,44.97,32.8,14.72,27.84,21.88,44.26,83.06,23.2,1059.0,1.36,52.42,80.71,77.72,18.17,0.48,23.7,7.48,14294.0,2.36,88.57,4.15,43.99,69.99,30555.0,51.21,21.09,4.65,15.1,93298.0,53.58,31.9,50156.681,53.43,43.0,71.55,60.53,1.77,5.22,2846.0,1055.0,69783.0,39229.0,16.49
Nieuwkoop,0.62,0.53,,6.92,9.1,2.73,47.79,25.55,16.03,43.68,51.73,46.67,71.16,23.0,74.03,20.45,47.43,48.59,50.33,37.1,46.89,9.88,71.44,10.72,73.09,74.72,22.05,20.77,532.0,,47.12,36.1,6.1,27.67,16.84,43.38,86.52,19.49,853.0,,52.73,87.09,82.14,15.64,,24.2,5.31,12952.0,1.45,90.77,6.82,41.31,78.4,46409.0,48.49,21.35,3.12,13.78,98269.585,56.77,31.3,50907.039,54.25,44.2,75.14,57.36,1.15,3.74,4549.0,767.0,148892.0,102482.0,13.03
Nijkerk,0.44,0.4,0.35,6.02,9.6,4.8,47.45,21.37,19.23,47.81,56.99,42.91,72.98,24.0,72.68,18.94,44.04,47.72,56.56,33.2,41.85,11.65,72.61,13.19,73.37,72.86,16.67,19.14,684.0,0.79,43.54,36.4,5.83,25.21,18.81,44.89,86.48,18.08,1011.0,1.02,50.88,84.95,76.98,16.43,0.42,23.8,7.21,10797.0,2.56,88.67,5.21,41.73,76.43,50056.0,50.02,20.99,4.35,16.32,90595.561,52.3,31.1,47750.808,51.01,43.4,75.37,58.51,1.04,4.73,3839.0,949.0,125306.0,75250.0,13.98
Nijmegen,0.61,0.56,0.49,6.72,11.85,14.7,48.13,28.61,28.33,48.21,55.4,45.18,70.02,25.0,72.78,20.11,49.83,48.16,54.71,45.7,44.18,14.67,69.65,6.46,75.13,72.89,21.97,20.36,719.0,1.26,53.01,38.8,10.35,29.84,23.87,45.41,86.69,24.95,1048.0,1.74,57.81,81.37,62.36,25.57,0.52,22.4,9.24,15012.0,3.27,80.1,3.87,45.25,57.83,24773.0,51.62,20.59,6.6,21.15,84268.104,46.06,30.3,44581.691,47.12,45.3,67.6,58.55,5.03,6.27,2836.0,1133.0,71537.0,46765.0,22.08
Nissewaard,0.61,0.46,0.42,7.7,13.79,11.55,41.88,21.43,24.85,48.63,54.67,39.57,65.93,23.0,66.65,16.12,39.32,41.81,54.28,30.4,39.2,11.4,66.18,9.68,69.01,67.07,15.15,16.04,705.0,1.66,37.88,32.4,13.47,24.07,22.95,45.89,83.63,13.04,1061.0,2.21,42.49,80.43,82.97,11.57,0.85,23.7,6.77,15855.0,2.36,86.67,2.62,33.79,73.06,17982.0,53.21,21.11,5.63,17.25,92558.288,53.19,31.5,50328.654,53.42,44.4,73.01,63.72,2.64,4.78,1719.0,1178.0,84433.0,66451.0,10.9
Noardeast-Fryslân,0.65,0.51,0.46,6.35,8.23,0.79,50.14,9.98,29.99,68.64,60.12,48.95,72.27,19.0,76.91,19.37,41.62,50.23,59.19,43.8,48.77,7.38,71.38,21.16,72.54,77.35,11.13,18.84,776.0,1.19,35.97,48.5,1.0,10.6,31.02,67.44,86.58,12.71,1138.0,1.68,46.06,84.26,71.7,9.59,0.64,23.2,6.86,12679.0,1.56,86.63,3.45,37.7,73.48,17446.0,47.89,19.18,5.84,20.91,78795.232,44.3,29.7,41430.259,44.91,53.6,72.49,57.97,2.6,4.72,2090.0,861.0,74504.0,57058.0,11.58
Noordoostpolder,0.39,0.29,0.25,6.24,9.27,4.97,45.48,16.59,27.65,57.62,53.67,43.13,67.75,21.0,71.47,17.55,45.48,46.64,52.99,53.9,42.54,15.72,69.01,14.44,77.95,73.79,16.74,18.12,644.0,1.2,42.1,55.7,3.97,17.27,24.55,55.81,86.72,13.95,853.0,1.62,52.3,84.28,61.64,12.85,0.64,22.2,5.77,14170.0,1.6,88.12,6.18,45.88,72.71,27446.0,46.54,20.41,5.35,18.35,87044.619,49.29,31.0,46784.396,50.1,61.4,70.32,56.3,2.08,4.45,4049.0,946.0,119479.0,92034.0,15.8
Nunspeet,0.79,0.65,0.58,5.32,7.81,1.83,48.09,16.24,24.72,59.48,54.49,43.67,72.41,24.0,74.42,18.71,41.6,49.88,55.02,29.9,44.38,9.44,72.69,25.12,71.16,75.59,12.52,19.74,559.0,,39.84,32.2,1.83,15.9,24.46,58.65,86.42,16.05,1105.0,0.93,46.54,86.23,77.96,13.19,0.79,23.8,5.34,12216.0,1.43,87.89,4.02,33.79,77.62,39032.0,47.55,20.73,4.81,17.31,89362.75,51.17,30.1,45684.635,48.48,43.0,73.97,58.56,1.38,4.02,2627.0,953.0,112985.0,73953.0,9.74
Oegstgeest,0.54,,,5.32,8.95,5.41,64.87,61.6,8.16,19.92,67.75,58.52,81.43,28.0,84.71,30.7,75.84,66.73,67.16,35.9,60.12,18.21,81.48,2.72,92.45,86.03,43.54,32.66,644.0,,78.92,40.0,7.52,49.34,11.52,27.15,95.78,50.39,871.0,,78.99,90.6,57.57,48.79,,22.4,8.8,12633.0,1.7,87.51,13.25,66.89,67.82,74768.0,50.24,24.08,3.98,11.04,111827.532,59.73,32.4,58215.535,59.16,44.3,68.49,59.51,1.23,6.05,12166.0,760.0,197147.0,122379.0,38.03
Oldambt,0.85,0.68,0.53,9.83,12.16,2.13,44.65,11.78,31.78,64.32,53.13,40.32,65.06,23.0,71.07,17.68,40.41,45.71,53.24,45.3,39.43,7.76,65.4,18.28,65.95,72.36,15.61,17.86,622.0,1.03,33.82,46.9,2.21,12.74,31.56,63.14,79.61,12.06,962.0,2.36,43.14,79.33,65.52,10.6,1.09,23.0,8.28,15569.0,2.38,81.48,3.47,34.66,70.23,12082.0,51.42,19.07,7.07,24.61,77363.028,42.5,30.4,41117.266,44.24,53.7,70.62,63.22,4.71,6.05,2387.0,1096.0,63519.0,51436.0,13.3
Oldebroek,1.01,0.93,0.68,6.24,8.79,0.93,40.22,11.82,24.17,63.05,50.67,39.25,68.02,23.0,67.5,13.88,41.69,40.69,50.59,57.9,39.06,13.72,69.18,12.09,70.3,68.62,12.62,13.53,880.0,,33.94,58.1,2.15,15.99,23.64,58.31,86.65,13.55,1248.0,1.36,47.54,86.12,77.1,13.46,1.18,24.0,5.39,11208.0,1.85,89.49,5.45,35.0,79.9,49167.0,45.51,20.48,3.32,17.36,87672.72,50.3,30.3,46114.447,49.24,56.3,76.15,57.92,0.67,3.99,3933.0,889.0,109236.0,60070.0,11.29
Ommen,,,,5.93,7.22,0.8,50.21,14.83,25.17,60.23,62.85,43.62,74.77,22.0,76.61,18.64,43.06,50.74,61.65,37.7,41.32,9.18,74.21,16.87,69.65,77.33,15.82,18.76,541.0,,44.78,41.1,1.2,16.24,23.64,56.75,87.3,19.85,1164.0,,54.41,86.24,72.9,15.61,,23.7,6.28,10565.0,1.19,91.26,6.53,44.36,77.24,37609.0,45.89,20.22,5.86,19.86,88561.448,50.75,30.6,46633.727,50.54,48.6,75.17,53.77,1.1,4.24,3955.0,885.0,106020.0,68412.0,13.74
Oost Gelre,0.82,0.66,0.62,7.26,7.84,2.12,47.6,16.47,16.27,51.88,53.21,45.02,67.71,25.0,75.52,17.93,42.07,47.38,52.57,42.4,43.98,9.74,67.41,18.34,70.46,76.39,17.02,17.84,636.0,,41.47,45.0,2.0,15.8,20.1,54.25,84.86,16.75,952.0,0.94,55.56,86.36,70.06,14.88,,23.2,6.3,13288.0,2.1,90.18,5.62,47.16,75.95,22169.0,49.55,20.51,4.86,16.05,92126.927,52.8,31.4,48249.476,52.13,53.4,74.51,56.64,1.82,4.71,4072.0,1069.0,96470.0,74300.0,14.36
Oosterhout,0.39,0.35,0.3,7.91,12.62,10.86,46.47,27.8,21.26,46.05,57.11,43.55,73.53,25.0,73.59,17.19,40.97,46.55,56.83,36.4,42.39,11.54,73.29,9.04,75.13,73.62,17.52,16.93,594.0,0.78,45.44,38.5,9.06,27.84,20.26,45.05,85.59,19.48,810.0,1.24,56.37,82.68,72.42,18.77,0.49,23.0,5.51,14840.0,2.83,88.73,6.66,46.31,70.86,27690.0,51.22,21.52,4.62,17.34,95057.836,54.17,31.9,50250.89,53.16,47.5,72.26,61.45,1.68,4.58,6182.0,991.0,76943.0,49254.0,18.36
Opsterland,0.52,0.43,,6.42,8.4,0.92,47.3,15.14,24.74,59.13,52.88,44.97,65.11,20.0,73.28,17.2,47.26,47.39,52.61,48.7,44.56,10.66,64.41,15.11,72.53,73.45,17.6,17.7,715.0,,39.49,52.3,1.84,17.22,25.7,58.5,86.57,14.49,976.0,1.01,51.52,84.99,68.93,13.22,,23.1,6.85,13893.0,1.77,87.84,4.0,43.38,74.54,28573.0,46.29,19.84,5.7,20.49,84035.026,47.18,30.5,44006.706,47.41,51.8,72.68,56.22,2.91,4.91,2830.0,872.0,85869.0,57295.0,15.01
Oss,0.46,0.35,0.31,7.51,12.1,8.55,44.55,24.2,20.35,48.42,52.71,45.43,67.0,23.0,72.48,16.83,41.23,45.14,52.26,39.7,44.63,9.3,66.83,14.38,70.16,72.87,15.6,16.99,652.0,1.22,40.76,42.9,6.99,23.52,19.68,47.24,85.97,15.4,1111.0,1.45,50.89,83.01,79.71,15.81,0.43,23.9,7.68,14434.0,4.08,86.43,6.96,43.48,73.96,36414.0,51.87,20.76,5.22,18.45,90343.975,51.35,31.4,48079.629,51.27,50.0,74.36,59.95,1.88,5.04,4667.0,971.0,103604.0,67190.0,16.51
Oude IJsselstreek,0.52,0.52,0.41,7.97,9.31,5.59,44.18,13.48,25.12,60.09,53.63,43.05,72.11,23.0,71.3,16.57,35.8,45.09,53.28,41.2,42.7,6.11,72.12,20.79,64.86,72.48,10.29,17.26,745.0,0.94,36.88,44.2,5.97,14.9,23.97,58.57,83.85,12.19,1059.0,1.12,52.3,84.58,71.53,12.78,,23.4,6.44,12162.0,2.81,87.58,5.66,41.9,73.98,22711.0,47.98,19.73,6.44,21.0,85289.333,49.02,30.9,44677.417,48.53,52.3,76.14,54.32,2.12,4.42,7783.0,890.0,74681.0,51970.0,13.8
Overbetuwe,0.52,0.45,0.43,5.72,10.34,2.38,51.18,30.18,15.85,39.9,59.45,47.93,76.07,25.0,76.59,20.78,50.78,51.9,59.04,38.5,46.87,12.53,75.32,13.16,77.16,77.64,19.92,20.79,644.0,0.88,51.01,40.3,4.72,27.67,18.5,43.98,87.88,20.42,982.0,0.71,57.8,85.26,68.29,20.35,0.43,23.2,7.73,14157.0,2.38,87.14,4.76,45.72,72.1,32288.0,50.8,20.93,5.64,17.96,90816.105,51.49,31.2,48077.364,51.27,47.9,72.27,58.9,2.75,5.26,2870.0,864.0,98113.0,65825.0,18.31
Papendrecht,0.61,0.47,,7.06,9.36,6.88,43.51,26.71,17.2,43.19,52.28,40.9,65.8,24.0,70.12,16.15,45.98,42.82,52.55,31.9,39.71,14.66,65.21,8.58,73.82,69.52,17.11,16.29,928.0,0.88,49.1,33.7,8.44,25.1,18.78,43.69,86.88,20.5,854.0,0.85,50.1,81.86,82.85,15.02,0.52,23.9,7.05,14773.0,3.08,88.48,3.9,39.02,77.78,19467.0,50.72,21.1,4.53,15.8,93321.924,53.86,31.6,50008.933,53.5,44.5,75.59,62.87,1.7,4.91,2504.0,908.0,61098.0,41631.0,12.33
Peel en Maas,0.4,0.31,,7.61,11.32,3.38,43.71,19.2,17.55,50.19,46.23,42.2,61.41,24.0,70.33,17.0,44.44,45.24,46.18,41.5,41.71,17.17,61.69,12.12,74.83,71.04,19.27,18.0,662.0,0.65,46.78,42.8,5.98,17.23,20.99,52.82,85.4,17.12,931.0,,58.46,85.99,78.18,14.74,,24.1,5.78,9569.0,1.82,91.47,9.29,49.13,81.58,46958.0,50.36,20.44,4.34,16.57,93695.179,54.42,31.7,48623.726,52.78,56.5,76.23,59.56,1.06,4.09,6359.0,1011.0,140692.0,93734.0,17.14
Pijnacker-Nootdorp,0.57,0.43,0.41,6.62,10.97,7.82,55.31,45.08,12.64,29.25,63.19,50.61,76.38,25.0,78.64,24.28,55.83,55.9,62.11,35.5,49.66,13.12,75.71,6.66,81.76,78.87,23.56,24.34,674.0,,58.29,37.0,11.31,40.8,16.19,33.45,90.36,28.34,842.0,0.77,63.32,86.18,78.17,23.59,,23.9,6.76,11781.0,1.93,89.77,10.04,50.58,77.52,56891.0,50.19,22.33,3.44,12.55,99106.461,56.83,31.7,53688.599,56.61,45.6,74.6,56.37,1.35,4.7,6299.0,992.0,152531.0,95639.0,20.4
Purmerend,0.5,0.44,0.35,7.93,12.26,11.55,38.43,24.18,21.89,46.78,47.47,36.28,65.65,25.0,65.09,13.33,42.56,38.21,47.12,32.1,35.54,17.15,66.44,6.04,69.5,65.57,16.32,12.75,745.0,0.77,44.4,33.9,11.44,24.33,22.04,46.81,85.72,16.87,1052.0,1.14,48.51,82.11,84.69,14.69,0.51,24.1,7.85,12987.0,3.46,85.91,4.47,41.4,70.31,41492.0,51.19,20.6,4.77,18.63,91187.487,50.77,31.1,48115.929,51.45,43.4,71.45,57.91,2.16,5.91,2597.0,942.0,104777.0,63284.0,15.29
Putten,0.74,0.61,0.53,7.14,8.15,1.83,42.97,18.41,24.32,56.49,50.33,39.59,69.85,23.0,71.88,15.56,41.02,42.25,49.27,34.6,37.51,13.31,68.7,8.96,72.13,71.77,14.9,14.67,659.0,,41.88,36.3,2.21,20.61,21.15,51.82,86.65,15.43,1103.0,0.73,45.31,85.46,80.19,13.2,,24.2,5.34,6497.0,1.16,89.87,6.3,36.96,77.31,66498.0,45.59,20.2,4.56,18.59,91430.996,51.96,29.9,46327.153,49.31,42.3,74.18,56.95,1.16,3.97,4185.0,1125.0,164600.0,98102.0,12.25
Raalte,0.44,,,6.42,8.3,1.99,53.38,19.09,17.16,50.29,63.2,51.26,75.85,25.0,79.5,22.35,44.59,53.4,61.78,40.4,49.84,7.86,75.24,19.09,75.56,80.04,16.11,22.49,636.0,,45.51,42.7,1.98,18.41,17.26,50.8,83.85,18.52,876.0,0.81,57.2,89.24,75.98,16.04,,23.6,4.96,11002.0,1.49,90.81,7.53,52.41,75.85,38650.0,48.49,21.01,4.04,15.95,92972.655,54.17,31.3,49258.921,53.12,52.4,75.81,56.56,0.81,3.61,4808.0,906.0,103313.0,64663.0,18.75
Reimerswaal,0.62,0.51,0.47,5.28,8.51,2.11,46.9,11.64,25.08,60.65,54.43,41.8,70.97,21.0,72.95,15.07,34.74,46.83,53.69,28.9,40.83,6.67,71.25,21.39,56.55,72.95,8.53,14.35,543.0,,34.81,32.3,2.32,15.51,24.76,58.29,83.8,12.18,1309.0,1.4,37.55,86.16,78.51,7.16,1.04,23.5,5.36,9390.0,2.64,84.85,5.36,26.42,83.16,41459.0,43.98,20.29,4.48,17.83,86148.534,49.28,29.4,43826.987,46.73,43.2,77.37,57.11,1.01,3.5,4299.0,1030.0,163899.0,122441.0,7.15
Rheden,0.53,0.41,0.34,7.16,10.56,6.72,48.17,25.78,25.24,49.81,56.54,45.45,73.04,23.0,74.03,20.16,51.36,48.66,55.29,36.1,44.55,14.81,72.9,5.76,77.14,74.9,24.0,20.36,644.0,0.84,49.64,38.1,9.23,27.42,25.19,48.91,86.37,24.93,1227.0,1.26,54.88,82.19,62.6,21.3,,22.8,7.96,15210.0,3.38,84.23,4.33,45.52,67.2,23813.0,50.4,20.72,5.79,20.78,88592.527,49.55,30.8,46706.325,49.52,44.9,69.53,58.76,2.29,5.72,2683.0,1074.0,65132.0,41319.0,19.2
Rhenen,0.62,,,6.01,8.96,3.41,47.95,24.05,25.0,53.61,54.63,43.78,73.29,23.0,73.49,18.79,45.41,48.59,53.59,33.3,43.21,9.51,71.79,17.24,71.84,75.18,17.04,19.19,558.0,,46.45,35.7,7.1,23.08,23.57,50.23,88.14,19.03,777.0,1.04,46.47,84.92,75.68,14.73,0.87,23.5,6.69,11695.0,1.7,86.01,4.2,34.07,69.85,41436.0,48.35,19.97,5.92,21.79,86780.183,48.78,29.9,43138.775,46.4,42.5,70.78,57.04,1.2,4.7,2702.0,790.0,105268.0,63832.0,12.19
Ridderkerk,0.47,0.41,0.39,7.21,12.53,11.42,45.16,19.4,24.8,52.17,52.55,42.87,65.18,28.0,70.26,18.18,46.99,45.27,51.69,31.9,43.35,15.2,65.32,11.23,73.43,71.09,19.08,18.34,779.0,,45.98,38.2,19.62,19.42,29.51,54.08,86.99,17.51,941.0,1.1,48.47,83.48,84.48,14.08,0.78,24.2,6.65,13951.0,2.72,88.11,4.52,38.15,75.78,26627.0,51.6,20.88,4.66,16.04,93154.826,52.99,31.5,49190.984,52.53,41.3,75.11,63.29,1.64,4.72,3947.0,1057.0,86398.0,59772.0,13.61
Rijssen-Holten,0.64,0.48,0.41,5.74,8.3,3.72,48.34,13.47,22.93,60.44,55.52,44.9,71.37,25.0,72.75,20.34,47.66,48.95,55.21,33.9,44.73,9.99,71.5,11.63,71.47,73.15,21.69,20.71,710.0,0.54,43.05,35.9,2.19,16.16,21.86,56.87,86.33,14.34,785.0,0.79,50.11,87.86,80.11,11.58,0.64,24.2,5.41,10048.0,1.96,88.39,5.73,37.24,80.79,40791.0,49.74,20.3,4.88,18.72,91547.501,51.17,30.1,45143.396,48.21,44.8,76.88,63.28,0.96,3.48,4522.0,947.0,231420.0,190629.0,10.97
Rijswijk,0.51,0.44,0.33,6.65,12.51,22.24,47.37,30.86,31.18,50.17,55.66,45.22,69.44,25.0,72.53,19.02,50.61,48.17,54.67,33.6,45.62,15.43,70.0,4.94,77.09,74.3,21.77,18.98,663.0,0.75,51.24,34.6,24.97,32.59,28.72,46.87,87.34,25.36,1123.0,1.12,59.69,82.64,74.56,23.94,0.73,23.6,8.87,16040.0,2.29,86.65,4.94,46.69,66.41,27579.0,54.18,21.84,4.5,15.09,92474.981,52.32,31.8,50628.705,53.92,43.4,71.74,62.49,3.26,6.42,3484.0,969.0,67962.0,40383.0,17.74
Roermond,0.56,0.5,0.4,7.32,12.32,18.17,46.63,18.28,31.99,59.55,54.35,45.41,65.79,22.0,71.35,16.88,44.73,47.97,54.31,41.3,45.05,14.29,65.41,8.67,77.81,72.49,16.92,18.0,780.0,1.53,46.53,44.4,13.13,20.96,27.85,54.95,85.32,18.84,929.0,2.06,52.52,79.84,72.29,17.91,0.74,22.8,8.3,10677.0,4.96,82.24,4.57,40.78,67.47,28532.0,54.8,19.93,7.69,24.27,84978.806,46.86,30.9,44775.892,47.69,54.8,71.76,65.95,3.38,6.3,3337.0,1322.0,114101.0,85569.0,15.14
Roosendaal,0.44,0.41,0.35,8.05,13.92,16.89,48.16,23.11,25.47,50.05,57.99,44.94,67.55,25.0,73.56,19.69,44.89,48.87,56.75,36.3,44.49,10.12,67.68,11.74,76.47,74.68,18.36,19.66,661.0,0.76,47.22,38.0,15.4,24.97,24.06,48.95,87.72,18.85,982.0,1.12,53.13,81.6,74.47,18.06,0.61,23.3,7.77,12144.0,2.81,86.54,5.56,47.61,72.76,29883.0,52.13,21.06,5.31,18.44,92422.725,52.29,31.3,48352.915,51.31,47.7,73.18,62.4,2.55,5.64,2947.0,1052.0,81961.0,52078.0,17.62
